,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Spent,Living_With,Children,Family_Size,Is_Parent
278,0,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,54,137,1,1,3,1
279,0,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,43,1919,1,0,2,0
280,0,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,52,68,1,2,4,1
281,0,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,58,25,1,2,4,1
282,1,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,71,1374,1,1,3,1
283,2,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,35,32,0,1,2,1
284,1,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,37,100,1,1,3,1
285,0,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,41,825,0,0,1,0
286,1,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,58,916,0,1,2,1
287,0,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,65,62,0,2,3,1
288,2,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,67,728,1,1,3,1
289,1,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,45,90,1,1,3,1
290,0,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,35,273,0,1,2,1
291,0,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,39,66,1,1,3,1
292,1,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,62,1213,1,0,2,0
293,0,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,57,107,0,0,1,0
294,0,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,76,1157,0,0,1,0
295,1,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,59,546,1,1,3,1
296,1,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,31,241,1,0,2,0
297,0,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,47,53,0,1,2,1
298,0,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,56,37,1,3,5,1
299,1,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,47,1508,0,0,1,0
300,0,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,57,235,1,2,4,1
301,1,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,67,32,1,2,4,1
302,0,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,51,102,1,2,4,1
303,0,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,38,401,0,1,2,1
304,0,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,72,28,1,2,4,1
305,0,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,52,680,1,1,3,1
306,0,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,49,30,1,1,3,1
307,1,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,58,20,0,2,3,1
308,1,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,62,1307,0,1,2,1
309,0,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,70,630,0,1,2,1
310,0,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,66,1283,1,0,2,0
311,1,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,47,65,0,1,2,1
312,0,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,39,37,1,1,3,1
313,1,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,73,38,1,3,5,1
314,1,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,37,160,0,1,2,1
315,0,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,40,23,0,1,2,1
316,1,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,34,71,0,0,1,0
317,1,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,67,1161,1,1,3,1
318,1,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,52,59,1,1,3,1
319,0,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,40,33,1,1,3,1
320,0,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,63,946,0,2,3,1
321,0,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,55,1442,0,0,1,0
322,0,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,51,62,1,1,3,1
323,0,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,58,1674,1,0,2,0
324,0,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,35,1538,0,0,1,0
325,0,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,37,139,0,0,1,0
326,1,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,54,1182,1,1,3,1
327,1,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,73,507,1,1,3,1
328,2,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,50,18,1,1,3,1
329,0,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,71,940,0,0,1,0
330,0,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,58,42,1,2,4,1
331,0,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,53,1190,0,0,1,0
332,0,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,52,44,0,2,3,1
333,1,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,47,16,1,1,3,1
334,0,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,66,835,1,1,3,1
335,0,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,37,1443,1,1,3,1
336,1,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,57,1029,0,0,1,0
337,0,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,49,1188,1,0,2,0
338,1,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,47,1277,0,1,2,1
339,0,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,45,49,0,2,3,1
340,0,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,68,99,1,1,3,1
341,1,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,54,1670,1,0,2,0
342,1,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,80,900,1,0,2,0
343,1,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,75,425,1,2,4,1
344,0,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,66,2153,1,0,2,0
345,1,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,54,636,0,1,2,1
346,0,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,45,57,1,2,4,1
347,1,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,45,25,1,1,3,1
348,0,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,56,494,1,2,4,1
349,0,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,54,693,0,1,2,1
350,0,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,63,1348,1,0,2,0
351,0,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,47,51,0,1,2,1
352,0,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,61,1932,1,0,2,0
353,1,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,48,990,0,1,2,1
354,2,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,39,30,1,1,3,1
355,0,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,48,254,1,2,4,1
356,1,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,53,29,0,1,2,1
357,0,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,57,1371,0,1,2,1
358,1,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,51,73,0,2,3,1
359,1,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,48,120,0,2,3,1
360,0,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,53,81,0,0,1,0
361,0,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,34,37,0,1,2,1
362,1,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,62,1377,1,1,3,1
363,0,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,54,51,0,1,2,1
364,1,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,54,17,1,2,4,1
365,0,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,38,22,1,1,3,1
366,0,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,69,324,0,0,1,0
367,2,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,50,211,1,3,5,1
368,1,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,42,19,0,1,2,1
369,0,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,52,41,0,1,2,1
370,1,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,55,492,1,1,3,1
371,0,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,63,1005,1,1,3,1
372,0,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,74,114,1,1,3,1
373,1,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,55,1173,0,2,3,1
374,0,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,44,1738,1,0,2,0
375,1,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,44,222,1,1,3,1
376,0,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,30,1127,0,0,1,0
377,1,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,77,209,1,0,2,0
378,1,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,55,787,1,1,3,1
379,1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,32,1598,1,0,2,0
380,0,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,52,186,1,2,4,1
381,0,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,39,47,1,1,3,1
382,0,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,36,27,0,1,2,1
383,2,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,43,96,1,1,3,1
384,2,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,67,64,0,2,3,1
385,0,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,58,1040,1,0,2,0
386,0,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,49,163,0,2,3,1
387,0,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,63,343,1,0,2,0
388,1,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,68,446,0,3,4,1
389,0,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,58,41,1,2,4,1
390,1,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,51,70,0,1,2,1
391,1,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,52,272,0,2,3,1
392,1,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,49,46,1,1,3,1
393,0,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,60,490,1,2,4,1
394,2,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,41,79,0,1,2,1
395,0,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,47,915,1,1,3,1
396,1,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,68,1485,1,1,3,1
397,0,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,36,369,0,1,2,1
398,0,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,61,1073,1,1,3,1
399,1,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,80,1242,1,0,2,0
400,2,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,48,78,1,1,3,1
401,0,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,29,1378,1,0,2,0
402,0,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,42,1474,0,0,1,0
403,1,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,52,751,1,2,4,1
404,1,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,50,48,1,1,3,1
405,0,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,40,45,1,1,3,1
406,1,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,41,10,1,1,3,1
407,1,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,49,1435,1,0,2,0
408,1,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,82,2119,1,0,2,0
409,0,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,70,20,1,3,5,1
410,0,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,37,1795,1,0,2,0
411,0,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,34,1188,1,1,3,1
412,2,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,34,43,1,1,3,1
413,0,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,55,1008,1,1,3,1
414,1,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,62,1688,0,0,1,0
415,0,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,34,684,1,1,3,1
416,2,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,56,1082,1,2,4,1
417,0,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,59,1068,1,1,3,1
418,0,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,53,57,0,1,2,1
419,1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,67,46,1,1,3,1
420,0,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,57,733,0,1,2,1
421,1,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,74,467,0,1,2,1
422,1,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,52,122,1,1,3,1
423,2,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,37,36,1,1,3,1
424,0,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,34,34,1,1,3,1
425,1,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,75,156,1,1,3,1
426,0,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,77,14,1,0,2,0
427,0,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,34,37,0,1,2,1
428,2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,49,34,1,0,2,0
429,0,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,64,20,0,0,1,0
430,1,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,51,192,0,1,2,1
431,0,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,59,1379,0,0,1,0
432,0,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,47,48,1,1,3,1
433,1,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,70,428,1,1,3,1
434,0,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,68,868,0,1,2,1
435,0,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,54,1001,1,1,3,1
436,1,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,52,59,0,1,2,1
437,2,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,43,431,1,2,4,1
438,0,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,47,971,1,1,3,1
439,0,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,51,348,1,3,5,1
440,2,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,57,2059,0,0,1,0
441,1,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,39,265,1,1,3,1
442,0,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,71,270,1,1,3,1
443,2,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,41,1289,1,0,2,0
444,0,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,59,893,1,1,3,1
445,0,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,74,926,0,0,1,0
446,1,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,65,135,0,1,2,1
447,0,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,60,1495,1,0,2,0
448,0,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,48,120,1,1,3,1
449,1,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,54,1288,0,0,1,0
450,1,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,68,1743,1,0,2,0
451,0,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,53,15,0,1,2,1
452,0,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,72,542,1,2,4,1
453,1,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,52,890,1,1,3,1
454,0,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,48,1388,1,1,3,1
455,0,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,43,17,1,1,3,1
456,1,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,42,906,1,1,3,1
457,0,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,45,44,1,2,4,1
458,0,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,35,25,0,1,2,1
459,0,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,67,973,1,1,3,1
460,1,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,51,31,0,2,3,1
461,1,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,46,518,1,1,3,1
462,1,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,51,530,1,1,3,1
463,0,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,46,506,1,1,3,1
464,1,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,50,70,1,1,3,1
465,1,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,51,54,0,1,2,1
466,0,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,49,296,0,1,2,1
467,0,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,48,266,1,1,3,1
468,1,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,63,747,1,0,2,0
469,1,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,59,895,0,0,1,0
470,1,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,47,1053,1,1,3,1
471,0,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,49,735,1,1,3,1
472,0,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,54,20,1,1,3,1
473,2,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,71,205,0,0,1,0
474,1,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,65,2092,1,1,3,1
475,0,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,47,309,0,1,2,1
476,0,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,68,1722,1,0,2,0
477,1,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,59,900,0,1,2,1
478,1,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,79,682,0,0,1,0
479,1,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,61,663,0,1,2,1
480,0,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,45,43,0,1,2,1
481,1,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,52,1816,1,1,3,1
482,1,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,74,976,1,1,3,1
483,0,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,79,746,1,0,2,0
484,0,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,73,64,1,2,4,1
485,1,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,62,32,1,1,3,1
486,2,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,33,263,1,0,2,0
487,1,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,38,1445,1,1,3,1
488,1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,67,46,1,1,3,1
489,0,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,70,1210,0,0,1,0
490,0,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,47,945,1,1,3,1
491,0,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,34,1157,0,0,1,0
492,0,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,31,137,1,0,2,0
493,0,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,64,730,0,1,2,1
494,1,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,42,216,1,1,3,1
495,0,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,44,943,0,1,2,1
496,0,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,59,347,1,2,4,1
497,1,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,64,1924,1,0,2,0
498,1,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,77,397,1,1,3,1
499,1,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,48,2089,0,0,1,0
500,0,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,62,138,1,2,4,1
501,0,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,33,42,0,1,2,1
502,0,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,64,777,1,0,2,0
503,1,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,79,1902,1,0,2,0
504,0,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,58,52,0,2,3,1
505,1,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,36,1651,0,0,1,0
506,0,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,32,358,1,0,2,0
507,0,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,70,1727,1,0,2,0
508,0,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,36,210,1,1,3,1
509,0,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,37,42,1,1,3,1
510,1,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,65,1291,1,0,2,0
511,1,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,46,442,1,0,2,0
512,0,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,59,1895,0,0,1,0
513,1,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,63,411,1,2,4,1
514,2,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,48,521,0,1,2,1
515,0,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,54,1168,0,1,2,1
516,1,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,46,493,1,2,4,1
517,0,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,61,260,1,2,4,1
518,0,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,41,46,0,1,2,1
519,1,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,72,319,1,1,3,1
520,0,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,56,96,1,1,3,1
521,0,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,56,1062,0,0,1,0
522,2,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,71,232,1,1,3,1
523,1,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,42,76,0,1,2,1
524,2,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,46,54,1,1,3,1
525,0,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,54,201,0,1,2,1
526,1,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,39,406,0,1,2,1
527,1,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,41,1919,1,0,2,0
528,0,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,47,662,1,1,3,1
529,2,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,33,41,1,1,3,1
530,0,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,59,1600,0,0,1,0
531,0,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,43,134,1,1,3,1
532,0,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,55,69,1,2,4,1
533,1,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,50,21,1,2,4,1
534,2,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,60,54,0,2,3,1
535,0,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,34,91,0,1,2,1
536,1,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,52,526,0,1,2,1
537,0,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,60,162,1,0,2,0
538,1,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,74,1008,1,0,2,0
539,0,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,71,240,1,2,4,1
540,1,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,45,795,0,1,2,1
541,0,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,41,1772,1,0,2,0
542,2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,53,64,1,0,2,0
543,0,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,64,1957,1,1,3,1
544,0,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,45,78,1,1,3,1
545,0,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,43,1572,0,0,1,0
546,1,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,52,795,1,1,3,1
547,2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,53,889,1,1,3,1
548,1,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,60,331,0,1,2,1
549,1,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,73,265,1,1,3,1
550,0,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,61,1065,0,1,2,1
551,1,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,72,11,1,2,4,1
552,0,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,44,21,0,1,2,1
553,0,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,53,17,1,2,4,1
554,0,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,49,369,1,1,3,1
555,1,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,55,38,1,2,4,1
556,2,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,45,177,0,1,2,1
557,1,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,53,279,1,1,3,1
558,1,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,42,62,1,1,3,1
